Date,anomaly_score_AT,prediction_AT,recon_close_AT,recon_log_ret_AT,anomaly_score_TranAD,prediction_TranAD,recon_close_TranAD,recon_log_ret_TranAD
2015-05-21,0.0,0.0,0.5103247761726379,-0.006138330325484276,0.0008183491881936789,0.0,0.5058209896087646,-0.0066063906997442245
2015-05-22,0.0,0.0,0.509794294834137,-0.0010399959282949567,0.0012533892877399921,0.0,0.5056909918785095,-0.000257062551099807
2015-05-26,0.0,0.0,0.5069795846939087,-0.005536636337637901,0.0007932806620374322,0.0,0.5029454231262207,-0.005444010719656944
2015-05-27,1.1630777253895982e-43,0.0,0.5318369269371033,0.04786623641848564,0.00773862237110734,0.0,0.5295500159263611,0.051545869559049606
2015-05-28,0.0,0.0,0.5385434031486511,0.012531301937997341,0.001932711573317647,0.0,0.5367019176483154,0.0134152602404356
2015-05-29,0.0,0.0,0.53855299949646,1.770670678524766e-05,0.0008295208099298179,0.0,0.536796510219574,0.00017626065528020263
2015-06-01,0.0,0.0,0.5442385673522949,0.010501764714717865,0.0005930871120654047,0.0,0.5432714819908142,0.011990091763436794
2015-06-02,0.0,0.0,0.534959077835083,-0.017197396606206894,0.0012424520682543516,0.0,0.5331743955612183,-0.0187605582177639
2015-06-03,0.0,0.0,0.5298563838005066,-0.009584310464560986,0.0007413484854623675,0.0,0.5273515582084656,-0.010981298983097076
2015-06-04,0.0,0.0,0.5386525392532349,0.016464751213788986,0.0007124465191736817,0.0,0.5366954207420349,0.017563438042998314
2015-06-05,0.0,0.0,0.5425534248352051,0.00721582630649209,0.0008346060058102012,0.0,0.5410618782043457,0.008102958090603352
2015-06-08,0.0,0.0,0.531171977519989,-0.021200712770223618,0.001380397705361247,0.0,0.5284695625305176,-0.02354852296411991
2015-06-09,0.0,0.0,0.5337566137313843,0.0048541720025241375,0.0007614330388605595,0.0,0.5312973856925964,0.005336768459528685
2015-06-10,4.988087797502362e-38,0.0,0.5252982378005981,-0.015973787754774094,0.0048507098108530045,0.0,0.5224694609642029,-0.01675529219210148
2015-06-11,0.0,0.0,0.5305392146110535,0.009927703998982906,0.00034818879794329405,0.0,0.5281832218170166,0.010876535438001156
2015-06-12,0.0,0.0,0.5174885392189026,-0.02490648441016674,0.0045902319252491,0.0,0.5152318477630615,-0.024826230481266975
2015-06-15,0.0,0.0,0.5167303681373596,-0.0014662396861240268,0.0007617281517013907,0.0,0.5147757530212402,-0.0008855967898853123
2015-06-16,0.0,0.0,0.5225186347961426,0.0111394627019763,0.0009033908136188984,0.0,0.5212792754173279,0.012554613873362541
2015-06-17,0.0,0.0,0.5281065106391907,0.010637403465807438,0.0007758495630696416,0.0,0.5271824598312378,0.011260731145739555
2015-06-18,0.0,0.0,0.536141574382782,0.015100282616913319,0.00021515405387617648,0.0,0.5358790755271912,0.016361769288778305
2015-06-19,0.0,0.0,0.534725546836853,-0.0026447048876434565,0.0008104242151603103,0.0,0.5346357822418213,-0.002322692656889558
2015-06-22,0.0,0.0,0.5328767895698547,-0.003463405417278409,0.0020089673344045877,0.0,0.5323883891105652,-0.004212489351630211
2015-06-23,0.0,0.0,0.5203610062599182,-0.02376737631857395,0.00458049401640892,0.0,0.5189188718795776,-0.025625798851251602
2015-06-24,0.0,0.0,0.5158936381340027,-0.008622092194855213,0.004755645524710417,0.0,0.5142219662666321,-0.009092463180422783
2015-06-25,0.0,0.0,0.5194880366325378,0.006943002808839083,0.0013662215787917376,0.0,0.5179599523544312,0.007242863532155752
2015-06-26,0.0,0.0,0.5100252032279968,-0.01838367059826851,0.002729595173150301,0.0,0.508420467376709,-0.018589137122035027
2015-06-29,0.0,0.0,0.49609461426734924,-0.027693431824445724,0.0040029315277934074,0.0,0.4946800470352173,-0.027397537603974342
2015-06-30,0.0,0.0,0.49586984515190125,-0.000453207700047642,0.002335846424102783,0.0,0.4943791627883911,-0.000608433794695884
2015-07-01,0.0,0.0,0.5020882487297058,0.012462478131055832,0.004859120585024357,0.0,0.5004052519798279,0.012115481309592724
2015-07-02,0.0,0.0,0.5029783248901367,0.001771309762261808,0.0065978653728961945,0.0,0.5008859038352966,0.0009599951445125043
2015-07-06,0.0,0.0,0.49769726395606995,-0.010555136948823929,0.0010628200834617019,0.0,0.49432310461997986,-0.013188940472900867
2015-07-07,2.802596928649634e-45,0.0,0.4890700876712799,-0.017486292868852615,0.007620605174452066,0.0,0.4845051169395447,-0.02006136067211628
2015-07-08,0.0,0.0,0.4860774874687195,-0.006137809716165066,0.0019332598894834518,0.0,0.4818933606147766,-0.0054051224142313
2015-07-09,0.0,0.0,0.4804673492908478,-0.011608781293034554,0.002071672584861517,0.0,0.4756108820438385,-0.013122843578457832
2015-07-10,0.0,0.0,0.4881243407726288,0.015810992568731308,0.0020329575054347515,0.0,0.4835938811302185,0.016645433381199837
2015-07-13,0.0,0.0,0.4911911189556122,0.006263107061386108,0.0010550387669354677,0.0,0.4866754710674286,0.0063520632684230804
2015-07-14,0.0,0.0,0.49156394600868225,0.0007587653235532343,0.0002523534349165857,0.0,0.486562043428421,-0.0002330574789084494
2015-07-15,0.0,0.0,0.48857593536376953,-0.00609708484262228,0.0003902033786289394,0.0,0.4830223619937897,-0.0073013827204704285
2015-07-16,0.0,0.0,0.4984996020793915,0.02010776661336422,0.001376486150547862,0.0,0.4935544431209564,0.021570103242993355
2015-07-17,0.0,0.0,0.49617695808410645,-0.004670053254812956,0.0002325510431546718,0.0,0.49077343940734863,-0.005650614388287067
2015-07-20,0.0,0.0,0.48823580145835876,-0.016134249046444893,0.0022384384647011757,0.0,0.48233988881111145,-0.01733354851603508
2015-07-21,0.0,0.0,0.49047064781188965,0.004567002411931753,0.0015058196149766445,0.0,0.4844919741153717,0.004451815504580736
2015-07-22,0.0,0.0,0.48206764459609985,-0.01728098839521408,0.0006007827469147742,0.0,0.4751914143562317,-0.019383061677217484
2015-07-23,0.0,0.0,0.4874543249607086,0.011112114414572716,0.0009479064610786736,0.0,0.4810341000556946,0.012220331467688084
2015-07-24,0.0,0.0,0.4823026955127716,-0.010624670423567295,0.001523057697340846,0.0,0.4758327305316925,-0.010871670208871365
2015-07-27,0.0,0.0,0.4801149368286133,-0.004546407610177994,0.0009396217647008598,0.0,0.4729115068912506,-0.006158141419291496
2015-07-28,0.0,0.0,0.4897230267524719,0.019814521074295044,0.0022403779439628124,0.0,0.48297518491744995,0.02105695940554142
2015-07-29,0.0,0.0,0.49528709053993225,0.011297602206468582,0.0009000161662697792,0.0,0.48901522159576416,0.012428352609276772
2015-07-30,0.0,0.0,0.4966927468776703,0.0028339808341115713,0.0005648345104418695,0.0,0.490128755569458,0.002274520928040147
2015-07-31,2.802596928649634e-45,0.0,0.49538832902908325,-0.002629748312756419,0.001512377755716443,0.0,0.4888925850391388,-0.0025253125932067633
2015-08-03,2.037851241087422e-34,0.0,0.5032023191452026,0.015650540590286255,0.002095469506457448,0.0,0.49722468852996826,0.016899216920137405
2015-08-04,1.0923702364112345e-29,0.0,0.505316436290741,0.0041924091055989265,0.0010879386682063341,0.0,0.49886539578437805,0.003294306341558695
2015-08-05,7.849899116146863e-13,0.0,0.5102646350860596,0.009744679555296898,0.01005066279321909,0.0,0.5043346285820007,0.010903691872954369
2015-08-06,0.00014081432891543955,1.0,0.5076043605804443,-0.005227201152592897,0.008265910670161247,0.0,0.5030208230018616,-0.002608462003991008
2015-08-07,0.08345196396112442,1.0,0.5646220445632935,0.10645433515310287,0.11899434030056,1.0,0.5616256594657898,0.11020392924547195
2015-08-10,4.457178723327182e-11,0.0,0.5831633806228638,0.03231078013777733,0.04182582348585129,0.0,0.5783851742744446,0.029404517263174057
2015-08-11,1.3334342370312222e-26,0.0,0.5810219049453735,-0.003678950248286128,0.019066214561462402,0.0,0.5762529969215393,-0.003693255363032222
2015-08-12,4.594428133748237e-31,0.0,0.582879900932312,0.0031927782110869884,0.024827178567647934,0.0,0.5773938894271851,0.001977902138605714
2015-08-13,1.2075410818905878e-33,0.0,0.5789725184440613,-0.006726175546646118,0.017821718007326126,0.0,0.5743412375450134,-0.005301034543663263
2015-08-14,7.108284869083422e-33,0.0,0.5798954367637634,0.001592811313457787,0.011438179761171341,0.0,0.57511305809021,0.0013430672697722912
2015-08-17,6.768388890791744e-29,0.0,0.5769644379615784,-0.005067170597612858,0.007137094158679247,0.0,0.5724154114723206,-0.004701818339526653
2015-08-18,6.710861808820494e-24,0.0,0.5724477171897888,-0.007859362289309502,0.003142121247947216,0.0,0.5680758953094482,-0.007609768770635128
2015-08-19,3.6622710245458505e-18,0.0,0.5705390572547913,-0.0033395641949027777,0.0015744916163384914,0.0,0.5662193894386292,-0.0032734789419919252
2015-08-20,7.35645312027744e-12,0.0,0.5517870783805847,-0.033419545739889145,0.0021619945764541626,0.0,0.5460174083709717,-0.03633079677820206
2015-08-21,6.7650103297012265e-09,0.0,0.5360041856765747,-0.029020268470048904,0.002001632936298847,0.0,0.5289893746376038,-0.03168252855539322
2015-08-24,8.046868060773704e-09,0.0,0.5185145735740662,-0.033173855394124985,0.013156126253306866,0.0,0.5125136375427246,-0.03164106607437134
2015-08-25,6.9302393447686576e-15,0.0,0.5085195899009705,-0.019464321434497833,0.014116287231445312,0.0,0.502938449382782,-0.01885942928493023
2015-08-26,1.97299998585549e-19,0.0,0.5434044599533081,0.06635010987520218,0.009242594242095947,0.0,0.5399036407470703,0.07092296332120895
2015-08-27,7.429628361211552e-27,0.0,0.5619163513183594,0.03349908068776131,0.004274523817002773,0.0,0.5601769685745239,0.036862004548311234
2015-08-28,6.494484032288878e-35,0.0,0.5643718838691711,0.00436046440154314,0.0008234784472733736,0.0,0.5632659196853638,0.005499143153429031
2015-08-31,2.3647430065913088e-39,0.0,0.5591575503349304,-0.009282061830163002,0.0007977335480973125,0.0,0.5572166442871094,-0.010797802358865738
2015-09-01,4.1970663050384106e-38,0.0,0.5389001369476318,-0.03690112382173538,0.004175408743321896,0.0,0.5359657406806946,-0.03888392448425293
2015-09-02,0.0,0.0,0.5537456274032593,0.027175292372703552,0.002551223384216428,0.0,0.55116868019104,0.027970733121037483
2015-09-03,0.0,0.0,0.5551528334617615,0.002537973690778017,0.0010563640389591455,0.0,0.553328812122345,0.00391160324215889
2015-09-04,0.0,0.0,0.5440565943717957,-0.020190181210637093,0.0025572245940566063,0.0,0.5413166880607605,-0.021948019042611122
2015-09-08,0.0,0.0,0.5650200843811035,0.03780797868967056,0.005167074967175722,0.0,0.5621610879898071,0.037783898413181305
2015-09-09,0.0,0.0,0.5548596382141113,-0.018146131187677383,0.0021147942170500755,0.0,0.5514723062515259,-0.01919669099152088
2015-09-10,0.0,0.0,0.5631318688392639,0.014798667281866074,0.0007543180836364627,0.0,0.5605754256248474,0.016372034326195717
2015-09-11,0.0,0.0,0.5651769638061523,0.0036251817364245653,0.0010661156848073006,0.0,0.5623748898506165,0.003204911947250366
2015-09-14,0.0,0.0,0.5664731860160828,0.0022906288504600525,0.0012692196760326624,0.0,0.5634239315986633,0.0018636287422850728
2015-09-15,0.0,0.0,0.5725245475769043,0.010625981725752354,0.0007589043816551566,0.0,0.5690112709999084,0.009867950342595577
2015-09-16,2.6226001409071114e-40,0.0,0.5765849351882935,0.0070670172572135925,0.0017366670072078705,0.0,0.5724979639053345,0.006108905654400587
2015-09-17,1.1369269176561227e-37,0.0,0.5813961029052734,0.008309687487781048,0.0016183399129658937,0.0,0.5778974294662476,0.009387302212417126
2015-09-18,7.615351989725878e-32,0.0,0.5811406970024109,-0.00043943460332229733,0.0025311429053545,0.0,0.5779532194137573,9.650218271417543e-05
2015-09-21,1.637234225626044e-33,0.0,0.5868960022926331,0.009854712523519993,0.0010854918509721756,0.0,0.5835748910903931,0.009679898619651794
2015-09-22,4.249399191124559e-17,0.0,0.5732604265213013,-0.023507369682192802,0.0028201995883136988,0.0,0.5687128305435181,-0.02579728327691555
2015-09-23,3.0250007117967726e-21,0.0,0.5761155486106873,0.0049680969677865505,0.00782378576695919,0.0,0.5711488723754883,0.004274267703294754
2015-09-24,2.3234942991749543e-18,0.0,0.5863773226737976,0.017655128613114357,0.002037815051153302,0.0,0.5822403430938721,0.01923350803554058
2015-09-25,1.208746621414551e-18,0.0,0.5903518199920654,0.006755196023732424,0.0005999261629767716,0.0,0.5867399573326111,0.007698464673012495
2015-09-28,9.732461364597711e-12,0.0,0.583280622959137,-0.012050267308950424,0.0014315372100099921,0.0,0.5801222920417786,-0.011342794634401798
2015-09-29,1.6692990323363688e-09,0.0,0.5928815007209778,0.016326239332556725,0.0006350713665597141,0.0,0.5900824666023254,0.017023330554366112
2015-09-30,0.0005348410340957344,1.0,0.614825963973999,0.03634461760520935,0.006457736250013113,0.0,0.6100271344184875,0.03324110433459282
2015-10-01,5.1142611482646316e-05,0.0,0.6039544343948364,-0.017840363085269928,0.001337893190793693,0.0,0.597976565361023,-0.019951874390244484
2015-10-02,4.081846782355569e-05,0.0,0.6187652945518494,0.024227159097790718,0.0014901242684572935,0.0,0.6122740507125854,0.023628419265151024
2015-10-05,2.6358264904047246e-08,0.0,0.6332123875617981,0.023079808801412582,0.002950752153992653,0.0,0.6256775856018066,0.02165527082979679
2015-10-06,4.136394352038941e-12,0.0,0.6410660743713379,0.01232666615396738,0.0009696718771010637,0.0,0.6336073279380798,0.012594273313879967
2015-10-07,5.651312768038862e-16,0.0,0.6475088000297546,0.009999887086451054,0.0010746270418167114,0.0,0.6398773193359375,0.009846895933151245
2015-10-08,1.6555629530999724e-17,0.0,0.6512966752052307,0.005832895636558533,0.001016699243336916,0.0,0.6427794098854065,0.00452514598146081
2015-10-09,8.375855106831791e-19,0.0,0.6493369340896606,-0.0030135775450617075,0.002281786873936653,0.0,0.6405404806137085,-0.0034893343690782785
2015-10-12,5.731856601597681e-16,0.0,0.6560181379318237,0.010236583650112152,0.0013780700974166393,0.0,0.6472525596618652,0.01042438205331564
2015-10-13,8.969211761443289e-16,0.0,0.6575901508331299,0.0023934633936733007,0.000365619343938306,0.0,0.6485926508903503,0.002068208996206522
2015-10-14,5.8039963860120804e-15,0.0,0.6798821091651917,0.033337607979774475,0.0037098138127475977,0.0,0.6717420220375061,0.035069528967142105
2015-10-15,1.294073610321846e-17,0.0,0.6818954944610596,0.002957018092274666,0.0008387530106119812,0.0,0.6725994348526001,0.0012755612842738628
2015-10-16,7.865232011253671e-22,0.0,0.6919829845428467,0.014684975147247314,0.000784711679443717,0.0,0.6819381713867188,0.013789022341370583
2015-10-19,5.192006818609979e-22,0.0,0.6912726759910583,-0.001026932499371469,0.002331029623746872,0.0,0.6806988716125488,-0.0018189795082435012
2015-10-20,2.485399455838035e-21,0.0,0.6910368800163269,-0.00034125015372410417,0.0027437470853328705,0.0,0.6801415681838989,-0.0008190898806788027
2015-10-21,3.3927827109659927e-22,0.0,0.6830444931983948,-0.011633194051682949,0.0012692427262663841,0.0,0.6715822815895081,-0.012664231471717358
2015-10-22,2.280641356127225e-21,0.0,0.7055595517158508,0.032431188970804214,0.0037250539753586054,0.0,0.6931535601615906,0.031615037471055984
2015-10-23,1.3520409543727384e-27,0.0,0.7101855278015137,0.00653503555804491,0.0011790728894993663,0.0,0.6970745325088501,0.005640664137899876
2015-10-26,1.2124000787151402e-25,0.0,0.7078133821487427,-0.0033457449171692133,0.002568765077739954,0.0,0.6949818730354309,-0.003006493905559182
2015-10-27,1.7766289461737493e-24,0.0,0.7082295417785645,0.000587704183999449,0.004674199037253857,0.0,0.69462651014328,-0.0005115254898555577
2015-10-28,2.902471027870433e-26,0.0,0.7138550877571106,0.007911831140518188,0.0014546224847435951,0.0,0.6995299458503723,0.00703426031395793
2015-10-29,1.1311243029253046e-18,0.0,0.6921630501747131,-0.030858468264341354,0.007041962817311287,0.0,0.6774666905403137,-0.03204833343625069
2015-10-30,3.8192823157487777e-22,0.0,0.707792341709137,0.022329110652208328,0.002152689965441823,0.0,0.6944639682769775,0.02477998286485672
2015-11-02,2.69517521577703e-22,0.0,0.7156574726104736,0.011050937697291374,0.0035456267651170492,0.0,0.7013105750083923,0.009810580871999264
2015-11-03,2.220604596797566e-24,0.0,0.7116370797157288,-0.005633578635752201,0.004209570586681366,0.0,0.6978665590286255,-0.004922826774418354
2015-11-04,2.437990778408166e-20,0.0,0.7012524604797363,-0.014700076542794704,0.004915621131658554,0.0,0.6880033612251282,-0.014234251342713833
2015-11-05,3.849158947306919e-14,0.0,0.6941790580749512,-0.010138050653040409,0.005393478088080883,0.0,0.6816160082817078,-0.009327283129096031
2015-11-06,6.548796955030411e-05,1.0,0.7815660834312439,0.11856983602046967,0.11052054166793823,1.0,0.7692074179649353,0.12089434266090393
2015-11-09,3.9540988226422315e-16,0.0,0.7788990139961243,-0.003418367588892579,0.007699816022068262,0.0,0.7685855031013489,-0.000809035322163254
2015-11-10,9.424164804116598e-16,0.0,0.7657742500305176,-0.016993949189782143,0.0015256538754329085,0.0,0.7544035315513611,-0.018624328076839447
2015-11-11,3.45563201659142e-23,0.0,0.7592176795005798,-0.008598774671554565,0.0012514976551756263,0.0,0.7474688291549683,-0.009234655648469925
2015-11-12,3.429150621604539e-27,0.0,0.7571075558662415,-0.0027833085041493177,0.0014254875713959336,0.0,0.7461368441581726,-0.001783590647391975
2015-11-13,1.0218698404692553e-29,0.0,0.7434955835342407,-0.018142471089959145,0.0014585352037101984,0.0,0.7320534586906433,-0.019055526703596115
2015-11-16,5.4545573556893875e-34,0.0,0.757375955581665,0.018496986478567123,0.0012211671564728022,0.0,0.7453698515892029,0.01802694797515869
2015-11-17,8.1389158023275e-38,0.0,0.7577574849128723,0.00050345592899248,0.0018462114967405796,0.0,0.7465111613273621,0.0015299791703000665
2015-11-18,1.0846470503413382e-40,0.0,0.7750427722930908,0.022554952651262283,0.0022186879068613052,0.0,0.7631984949111938,0.022107582539319992
2015-11-19,6.782284567332115e-43,0.0,0.7774518132209778,0.003103309078142047,0.0011666499776765704,0.0,0.7659574151039124,0.0036084221210330725
2015-11-20,2.0823295179866782e-41,0.0,0.7839489579200745,0.00832236185669899,0.0012506776256486773,0.0,0.7726163864135742,0.008656086400151253
2015-11-23,1.02399885280536e-40,0.0,0.7735337018966675,-0.013374631293118,0.001722170040011406,0.0,0.7616211771965027,-0.014333358965814114
2015-11-24,0.0,0.0,0.7795385122299194,0.007732823025435209,0.0010344578186050057,0.0,0.7678937911987305,0.00820211786776781
2015-11-25,8.558290241017388e-41,0.0,0.7793075442314148,-0.0002962989383377135,0.002209315076470375,0.0,0.7675132155418396,-0.0004957107012160122
2015-11-27,4.531330639419988e-38,0.0,0.7856445908546448,0.00809876061975956,0.0010294634848833084,0.0,0.7739517092704773,0.008353865705430508
2015-11-30,2.3139152768491348e-37,0.0,0.7934580445289612,0.009896188974380493,0.0010087399277836084,0.0,0.7823403477668762,0.01078038290143013
2015-12-01,2.1537951161903207e-33,0.0,0.8170152902603149,0.029257122427225113,0.002340745646506548,0.0,0.8052430748939514,0.028854267671704292
2015-12-02,3.2440161680680824e-32,0.0,0.8118477463722229,-0.006345097906887531,0.0013806356582790613,0.0,0.8001394271850586,-0.006358218379318714
2015-12-03,3.337933006278583e-29,0.0,0.8105751276016235,-0.0015687438426539302,0.0015134133864194155,0.0,0.7995870113372803,-0.000690597400534898
2015-12-04,7.46334754884086e-24,0.0,0.8411464095115662,0.037021566182374954,0.0032890141010284424,0.0,0.8294687867164612,0.036690037697553635
2015-12-07,7.259917725628082e-26,0.0,0.8273054361343384,-0.016591724008321762,0.0018160771578550339,0.0,0.814427375793457,-0.018300173804163933
2015-12-08,3.3427708701728074e-24,0.0,0.8380022644996643,0.012846854515373707,0.003545616753399372,0.0,0.8256486654281616,0.013684106990695
2015-12-09,3.0547498404156605e-26,0.0,0.8186670541763306,-0.023343205451965332,0.0025702097918838263,0.0,0.8038920164108276,-0.02670425735414028
2015-12-10,1.7664869926676547e-34,0.0,0.8252705335617065,0.008033725433051586,0.0006116119329817593,0.0,0.8104299902915955,0.008099881932139397
2015-12-11,2.0101869344259277e-30,0.0,0.8151648044586182,-0.012320926412940025,0.0010314816609025002,0.0,0.7993521690368652,-0.013763335533440113
2015-12-14,1.893154225302828e-42,0.0,0.8174551725387573,0.002805770142003894,0.000641927239485085,0.0,0.8012848496437073,0.0024148239754140377
2015-12-15,3.4037539698449807e-40,0.0,0.8269771337509155,0.011580890975892544,0.0019296512473374605,0.0,0.8106326460838318,0.01159850973635912
2015-12-16,2.019985749308867e-40,0.0,0.8321581482887268,0.00624555628746748,0.0014133190270513296,0.0,0.8157843947410583,0.006335128098726273
2015-12-17,3.537437843341568e-41,0.0,0.8211948275566101,-0.013262134976685047,0.00036774540785700083,0.0,0.8038396835327148,-0.014750287868082523
2015-12-18,1.5173643166968959e-37,0.0,0.8094739317893982,-0.014375862665474415,0.0019334694370627403,0.0,0.7910187840461731,-0.016078028827905655
2015-12-21,1.233142648605839e-43,0.0,0.8271415829658508,0.021591350436210632,0.0015786782605573535,0.0,0.808452308177948,0.021799908950924873
2015-12-22,3.042419351729576e-39,0.0,0.8288018703460693,0.002005252055823803,0.017506930977106094,0.0,0.8089467287063599,0.0006113990093581378
2015-12-23,6.175255076636353e-37,0.0,0.8329406976699829,0.0049812449142336845,0.011926770210266113,0.0,0.8111042380332947,0.002663608407601714
2015-12-24,2.2244719608414067e-35,0.0,0.8362041115760803,0.00391024025157094,0.015125097706913948,0.0,0.8135411143302917,0.0029997944366186857
2015-12-28,7.356768831689529e-35,0.0,0.8365551829338074,0.00041986320866271853,0.004689215682446957,0.0,0.812842607498169,-0.0008590210345573723
2015-12-29,5.239489710312406e-38,0.0,0.8495140671730042,0.01537194475531578,0.0027257241308689117,0.0,0.8250988125801086,0.014965705573558807
2015-12-30,2.0530130088664772e-36,0.0,0.843885600566864,-0.006647540256381035,0.001622688490897417,0.0,0.8189471960067749,-0.0074835894629359245
2015-12-31,7.596294287563172e-33,0.0,0.8351649641990662,-0.010387659072875977,0.0035561041440814734,0.0,0.8099242448806763,-0.011078890413045883
2016-01-04,1.7289228432546074e-22,0.0,0.8223965167999268,-0.015406505204737186,0.0036183618940413,0.0,0.7951810359954834,-0.018370887264609337
2016-01-05,3.0371058569347446e-25,0.0,0.8347853422164917,0.014951830729842186,0.010557361878454685,0.0,0.8066192269325256,0.014281931333243847
2016-01-06,1.0387157800550995e-09,0.0,0.8033100962638855,-0.03843376412987709,0.007024943362921476,0.0,0.7726523876190186,-0.04302237927913666
2016-01-07,1.3518048902483315e-09,0.0,0.7740275263786316,-0.03713337704539299,0.013096156530082226,0.0,0.7429201602935791,-0.0392407551407814
2016-01-08,5.0719348050972684e-23,0.0,0.7587711811065674,-0.019907088950276375,0.0037913289852440357,0.0,0.7271459102630615,-0.02146134525537491
2016-01-11,7.598036297780638e-27,0.0,0.7603247165679932,0.0020453075412660837,0.0062433695420622826,0.0,0.7261962294578552,-0.0013069332344457507
2016-01-12,2.6993698515063413e-25,0.0,0.7723349332809448,0.015672754496335983,0.004826200194656849,0.0,0.7377196550369263,0.015743497759103775
2016-01-13,6.142721054036571e-11,0.0,0.7503122687339783,-0.028928913176059723,0.0014717568410560489,0.0,0.717090368270874,-0.02836182527244091
2016-01-14,3.7127156247152016e-05,0.0,0.7368844151496887,-0.018058475106954575,0.00194284797180444,0.0,0.7018160223960876,-0.02153078466653824
2016-01-15,0.017142279073596,1.0,0.6997543573379517,-0.05170165002346039,0.004012731835246086,0.0,0.6645635366439819,-0.054540734738111496
2016-01-19,2.4371766158938154e-23,0.0,0.7052209973335266,0.007781838998198509,0.0008188929641619325,0.0,0.6700169444084167,0.008172580972313881
2016-01-20,1.0054469681088207e-16,0.0,0.7090979218482971,0.005482375156134367,0.004102386999875307,0.0,0.6725528836250305,0.003777669509872794
